endpoint,k,variant,negative_intent,terms_with_volume,total_volume,weighted_violation_rate,weighted_compliant_rate,weighted_unclear_rate
l1_hybrid,10,control,sugar,5,22557,0.32977789599680807,0.20719510573214522,0.4630269982710467
l1_hybrid,10,control,tracking,5,39207,0.32965031754533625,0.4206162164919529,0.24973346596271073
l1_hybrid,10,control,"grain, chicken",4,15603,0.719387297314619,0.28061270268538097,0.0
l1_hybrid,10,control,melt,4,15479,0.0946055946766587,0.6484656631565346,0.25692874216680667
l1_hybrid,10,control,poo,4,15555,0.7010028929604628,0.2989971070395371,0.0
l1_hybrid,10,control,poop,4,41032,0.7916260479625657,0.2083739520374342,0.0
l1_hybrid,10,control,scratch,4,13691,0.723760134394858,0.2153677598422321,0.06087210576290994
l1_hybrid,10,control,squeak,4,44033,0.7154838416642063,0.2845161583357936,0.0
l1_hybrid,10,control,wheat,4,25483,0.0,0.8961189812816388,0.10388101871836126
l1_hybrid,10,control,allergy,3,8756,0.36556646870717224,0.5845134764732755,0.049920054819552306
l1_hybrid,10,control,fragrance,3,13202,0.24479624299348585,0.6102332979851537,0.1449704590213604
l1_hybrid,10,control,non gmo,3,4415,0.9774858437146093,0.022514156285390715,0.0
l1_hybrid,10,control,scent,3,8027,0.8083592874050081,0.07903326273825839,0.11260744985673353
l1_hybrid,10,control,unscented,3,9558,0.4610169491525423,0.5389830508474576,0.0
l1_hybrid,10,control,zip,3,3629,0.09947643979057591,0.7841829705152934,0.11634058969413062
l1_hybrid,10,control,catnip,2,3098,1.0,0.0,0.0
l1_hybrid,10,control,clay,2,8250,0.37247272727272723,0.6275272727272728,0.0
l1_hybrid,10,control,clumping,2,7730,0.1,0.9000000000000001,0.0
l1_hybrid,10,control,ears,2,9348,0.7236842105263158,0.27631578947368424,0.0
l1_hybrid,10,control,fat,2,10582,0.3678888678888679,0.2113778113778114,0.4207333207333207
l1_hybrid,10,control,free,2,8017,0.3776038418360983,0.6223961581639017,0.0
l1_hybrid,10,control,non prescription,2,2306,0.259887250650477,0.5467042497831742,0.19340849956634865
l1_hybrid,10,control,pee,2,3586,0.9421639709983268,0.05783602900167317,0.0
l1_hybrid,10,control,prescription,2,27113,0.3293586102607605,0.3293586102607605,0.34128277947847896
l1_hybrid,10,control,teeth,2,4663,0.8000000000000002,0.130152262491958,0.06984773750804205
l1_hybrid,10,control,tip,2,12866,0.0,0.9000000000000001,0.09999999999999999
l1_hybrid,10,control,additives,1,1600,0.5,0.0,0.5
l1_hybrid,10,control,aller,1,974,0.5,0.5,0.0
l1_hybrid,10,control,bark,1,10077,0.8,0.2,0.0
l1_hybrid,10,control,bell,1,3873,1.0,0.0,0.0
l1_hybrid,10,control,bpa,1,1302,0.0,0.0,1.0
l1_hybrid,10,control,carpet,1,1496,1.0,0.0,0.0
l1_hybrid,10,control,cat pee,1,1215,0.4,0.6,0.0
l1_hybrid,10,control,choke,1,1536,0.0,1.0,0.0
l1_hybrid,10,control,clump,1,3211,0.7,0.3,0.0
l1_hybrid,10,control,corn and soy,1,2593,0.3,0.7,0.0
l1_hybrid,10,control,d3,1,1856,0.5,0.5,0.0
l1_hybrid,10,control,dehp,1,5570,0.1,0.0,0.9
l1_hybrid,10,control,"dust, scent",1,1132,0.4,0.4,0.2
l1_hybrid,10,control,escape,1,1062,0.4,0.6,0.0
l1_hybrid,10,control,fish,1,1456,1.0,0.0,0.0
l1_hybrid,10,control,gain,1,977,0.1,0.9,0.0
l1_hybrid,10,control,"grain, fat",1,1870,1.0,0.0,0.0
l1_hybrid,10,control,grow,1,2780,0.0,0.5,0.5
l1_hybrid,10,control,hides,1,2331,0.1,0.9,0.0
l1_hybrid,10,control,holes,1,2104,0.4,0.6,0.0
l1_hybrid,10,control,iodine,1,3331,0.0,0.1,0.9
l1_hybrid,10,control,kibble,1,1761,1.0,0.0,0.0
l1_hybrid,10,control,legume,1,7084,0.5,0.10000000000000002,0.4000000000000001
l1_hybrid,10,control,lick,1,1801,1.0,0.0,0.0
l1_hybrid,10,control,medicated,1,5619,0.5,0.5,0.0
l1_hybrid,10,control,millet,1,1078,0.7,0.0,0.3
l1_hybrid,10,control,no bark,1,7969,1.0,0.0,0.0
l1_hybrid,10,control,no melt,1,2781,1.0,0.0,0.0
l1_hybrid,10,control,non absorbent,1,1507,0.4,0.6,0.0
l1_hybrid,10,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.9,0.1,0.0
l1_hybrid,10,control,pea,1,5939,0.9,0.0,0.09999999999999999
l1_hybrid,10,control,pill,1,2506,1.0,0.0,0.0
l1_hybrid,10,control,poop eating,1,16984,0.5,0.5,0.0
l1_hybrid,10,control,probiotic,1,982,0.0,0.0,1.0
l1_hybrid,10,control,protein,1,5096,1.0,0.0,0.0
l1_hybrid,10,control,rice,1,1195,0.2,0.5,0.3
l1_hybrid,10,control,salt,1,1015,0.0,0.0,1.0
l1_hybrid,10,control,scented,1,1755,0.7,0.2,0.1
l1_hybrid,10,control,scoot,1,25922,0.9,0.0,0.1
l1_hybrid,10,control,seafood,1,1668,0.0,1.0,0.0
l1_hybrid,10,control,shell,1,1278,0.1,0.3,0.6
l1_hybrid,10,control,soy and corn,1,1287,0.20000000000000004,0.8000000000000002,0.0
l1_hybrid,10,control,spray,1,2497,1.0,0.0,0.0
l1_hybrid,10,control,squeaker,1,1524,1.0,0.0,0.0
l1_hybrid,10,control,squeaky,1,17562,0.8,0.0,0.2
l1_hybrid,10,control,squirrel,1,5398,0.5,0.5,0.0
l1_hybrid,10,control,stink,1,3161,0.2,0.8,0.0
l1_hybrid,10,control,stuff,1,1489,0.6,0.4,0.0
l1_hybrid,10,control,stuffed,1,6207,0.1,0.9,0.0
l1_hybrid,10,control,sunflower seeds,1,3792,0.5,0.1,0.4
l1_hybrid,10,control,tear,1,7647,0.6,0.4,0.0
l1_hybrid,10,control,toot,1,1991,0.6666666666666666,0.3333333333333333,0.0
l1_hybrid,10,control,toxic,1,1267,0.0,1.0,0.0
l1_hybrid,10,control,track,1,1419,0.5,0.4,0.1
l1_hybrid,10,control,"unscented
dust",1,1250,0.2,0.7,0.1
l1_hybrid,10,control,waste free,1,2251,0.2,0.8,0.0
l1_hybrid,10,control,yeast,1,6961,0.2,0.0,0.8
l1_hybrid,4,control,all negative intent,795,7015957,0.18798276557282206,0.7602768588804065,0.05174037554677145
l1_hybrid,4,control,grain,332,2692575,0.0715044149188045,0.9209573549483301,0.00753823013286538
l1_hybrid,4,control,chicken,59,461986,0.7541559700943319,0.14663269016810032,0.09921133973756781
l1_hybrid,4,control,pull,53,820714,0.15588225618181242,0.8378067755637165,0.006310968254471107
l1_hybrid,4,control,rawhide,47,760133,0.0809108406028945,0.8595640499754649,0.05952510942164069
l1_hybrid,4,control,hide,36,388507,0.05822739358621595,0.9410416028540026,0.0007310035597814196
l1_hybrid,4,control,stuffing,24,369948,0.0013650567106728514,0.9986349432893271,0.0
l1_hybrid,4,control,dust,14,170435,0.015363628362718925,0.14679496582274768,0.8378414058145334
l1_hybrid,4,control,mess,14,59732,0.03225657938793277,0.8734514163262573,0.09429200428580996
l1_hybrid,4,control,gluten,10,66998,0.01436983193528165,0.848357413654139,0.13727275441057943
l1_hybrid,4,control,odor,10,65047,0.09231017571909542,0.9076898242809046,0.0
l1_hybrid,4,control,corn,9,26069,0.278136867543826,0.6412789136522307,0.08058421880394338
l1_hybrid,4,control,waste,9,90813,0.005924261944875733,0.9940757380551243,0.0
l1_hybrid,4,control,gmo,7,43028,0.0,1.0,0.0
l1_hybrid,4,control,non clumping,7,175160,0.7127026718428865,0.2872973281571135,0.0
l1_hybrid,4,control,poultry,7,28243,0.8306305987324293,0.0,0.16936940126757072
l1_hybrid,4,control,soy,6,23601,0.0,1.0,0.0
l1_hybrid,4,control,spill,6,94240,0.49074968166383703,0.3603193972835314,0.1489309210526316
l1_hybrid,4,control,chew,5,51318,0.14317588370552242,0.8568241162944775,0.0
l1_hybrid,4,control,shock,5,26156,0.4073157210582658,0.3426842789417342,0.25
l1_hybrid,4,control,sugar,5,22557,0.23288779536285853,0.158165979518553,0.6089462251185884
l1_hybrid,4,control,tracking,5,39207,0.4346417731527533,0.29354452011120463,0.27181370673604205
l1_hybrid,4,control,"grain, chicken",4,15603,0.6393802473883228,0.3606197526116772,0.0
l1_hybrid,4,control,melt,4,15479,0.05912849667291169,0.9408715033270884,0.0
l1_hybrid,4,control,poo,4,15555,0.7112504018000643,0.28874959819993573,0.0
l1_hybrid,4,control,poop,4,41032,0.9505568824332229,0.04944311756677715,0.0
l1_hybrid,4,control,scratch,4,13691,0.9813928858374115,0.01860711416258856,0.0
l1_hybrid,4,control,squeak,4,44033,0.7665444098744124,0.23345559012558761,0.0
l1_hybrid,4,control,wheat,4,25483,0.0,0.881568104226347,0.11843189577365303
l1_hybrid,4,control,allergy,3,8756,0.414315897670169,0.4608839652809502,0.12480013704888077
l1_hybrid,4,control,fragrance,3,13202,0.15541205877897288,0.8445879412210271,0.0
l1_hybrid,4,control,non gmo,3,4415,1.0,0.0,0.0
l1_hybrid,4,control,scent,3,8027,0.802416843154354,0.09879157842282298,0.09879157842282298
l1_hybrid,4,control,unscented,3,9558,0.5508474576271186,0.4491525423728814,0.0
l1_hybrid,4,control,zip,3,3629,0.07205841829705154,0.9279415817029485,0.0
l1_hybrid,4,control,catnip,2,3098,1.0,0.0,0.0
l1_hybrid,4,control,clay,2,8250,0.6811818181818182,0.31881818181818183,0.0
l1_hybrid,4,control,clumping,2,7730,0.20685640362225097,0.793143596377749,0.0
l1_hybrid,4,control,ears,2,9348,0.6546052631578947,0.34539473684210525,0.0
l1_hybrid,4,control,fat,2,10582,0.5518333018333018,0.26422226422226425,0.18394443394443394
l1_hybrid,4,control,free,2,8017,0.524884620182113,0.475115379817887,0.0
l1_hybrid,4,control,non prescription,2,2306,0.38323937554206416,0.4835212489158716,0.1332393755420642
l1_hybrid,4,control,pee,2,3586,0.9277049637479086,0.07229503625209147,0.0
l1_hybrid,4,control,prescription,2,27113,0.25,0.5366982628259507,0.21330173717404935
l1_hybrid,4,control,teeth,2,4663,0.9246193437701051,0.07538065622989491,0.0
l1_hybrid,4,control,tip,2,12866,0.0,0.8833164930825431,0.11668350691745687
l1_hybrid,4,control,additives,1,1600,0.75,0.0,0.25
l1_hybrid,4,control,aller,1,974,0.75,0.25,0.0
l1_hybrid,4,control,bark,1,10077,0.5,0.5,0.0
l1_hybrid,4,control,bell,1,3873,1.0,0.0,0.0
l1_hybrid,4,control,bpa,1,1302,0.0,0.0,1.0
l1_hybrid,4,control,carpet,1,1496,1.0,0.0,0.0
l1_hybrid,4,control,cat pee,1,1215,0.0,1.0,0.0
l1_hybrid,4,control,choke,1,1536,0.0,1.0,0.0
l1_hybrid,4,control,clump,1,3211,0.25,0.75,0.0
l1_hybrid,4,control,corn and soy,1,2593,0.25,0.75,0.0
l1_hybrid,4,control,d3,1,1856,0.5,0.5,0.0
l1_hybrid,4,control,dehp,1,5570,0.25,0.0,0.75
l1_hybrid,4,control,"dust, scent",1,1132,0.5,0.0,0.5
l1_hybrid,4,control,escape,1,1062,1.0,0.0,0.0
l1_hybrid,4,control,fish,1,1456,1.0,0.0,0.0
l1_hybrid,4,control,gain,1,977,0.25,0.75,0.0
l1_hybrid,4,control,"grain, fat",1,1870,1.0,0.0,0.0
l1_hybrid,4,control,grow,1,2780,0.0,0.75,0.25
l1_hybrid,4,control,hides,1,2331,0.0,1.0,0.0
l1_hybrid,4,control,holes,1,2104,0.25,0.75,0.0
l1_hybrid,4,control,iodine,1,3331,0.0,0.0,1.0
l1_hybrid,4,control,kibble,1,1761,1.0,0.0,0.0
l1_hybrid,4,control,legume,1,7084,0.75,0.25,0.0
l1_hybrid,4,control,lick,1,1801,1.0,0.0,0.0
l1_hybrid,4,control,medicated,1,5619,0.5,0.5,0.0
l1_hybrid,4,control,millet,1,1078,1.0,0.0,0.0
l1_hybrid,4,control,no bark,1,7969,1.0,0.0,0.0
l1_hybrid,4,control,no melt,1,2781,1.0,0.0,0.0
l1_hybrid,4,control,non absorbent,1,1507,0.75,0.25,0.0
l1_hybrid,4,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.75,0.25,0.0
l1_hybrid,4,control,pea,1,5939,1.0,0.0,0.0
l1_hybrid,4,control,pill,1,2506,1.0,0.0,0.0
l1_hybrid,4,control,poop eating,1,16984,0.25,0.75,0.0
l1_hybrid,4,control,probiotic,1,982,0.0,0.0,1.0
l1_hybrid,4,control,protein,1,5096,1.0,0.0,0.0
l1_hybrid,4,control,rice,1,1195,0.5,0.5,0.0
l1_hybrid,4,control,salt,1,1015,0.0,0.0,1.0
l1_hybrid,4,control,scented,1,1755,0.5,0.5,0.0
l1_hybrid,4,control,scoot,1,25922,1.0,0.0,0.0
l1_hybrid,4,control,seafood,1,1668,0.0,1.0,0.0
l1_hybrid,4,control,shell,1,1278,0.0,0.25,0.75
l1_hybrid,4,control,soy and corn,1,1287,0.25,0.75,0.0
l1_hybrid,4,control,spray,1,2497,1.0,0.0,0.0
l1_hybrid,4,control,squeaker,1,1524,1.0,0.0,0.0
l1_hybrid,4,control,squeaky,1,17562,0.75,0.0,0.25
l1_hybrid,4,control,squirrel,1,5398,0.5,0.5,0.0
l1_hybrid,4,control,stink,1,3161,0.0,1.0,0.0
l1_hybrid,4,control,stuff,1,1489,0.0,1.0,0.0
l1_hybrid,4,control,stuffed,1,6207,0.25,0.75,0.0
l1_hybrid,4,control,sunflower seeds,1,3792,0.5,0.25,0.25
l1_hybrid,4,control,tear,1,7647,1.0,0.0,0.0
l1_hybrid,4,control,toot,1,1991,1.0,0.0,0.0
l1_hybrid,4,control,toxic,1,1267,0.0,1.0,0.0
l1_hybrid,4,control,track,1,1419,0.75,0.25,0.0
l1_hybrid,4,control,"unscented
dust",1,1250,0.0,1.0,0.0
l1_hybrid,4,control,waste free,1,2251,0.5,0.5,0.0
l1_hybrid,4,control,yeast,1,6961,0.5,0.0,0.5
knn,36,control,all negative intent,795,7015957,0.1737464959241324,0.7418063337630686,0.08444717031279902
knn,36,control,grain,332,2692575,0.08189060038562836,0.886190769472015,0.031918630142356484
knn,36,control,chicken,59,461986,0.4630163155497256,0.2789997965306308,0.2579838879196435
knn,36,control,pull,53,820714,0.17173830076954666,0.8267049246821129,0.0015567745483404253
knn,36,control,rawhide,47,760133,0.13851629327440795,0.822248029109526,0.039235677616066285
knn,36,control,hide,36,388507,0.06414220192800758,0.932256261362944,0.003601536709048283
knn,36,control,stuffing,24,369948,0.019734605343934186,0.9215174985553524,0.05874789610071321
knn,36,control,dust,14,170435,0.04294550219536278,0.17924559053141792,0.7778089072732193
knn,36,control,mess,14,59732,0.016155029502146607,0.8640483046496573,0.119796665848196
knn,36,control,gluten,10,66998,0.07371488701155256,0.6656935862098703,0.2605915267785771
knn,36,control,odor,10,65047,0.10414478078244274,0.8348002213783879,0.061054997839169275
knn,36,control,corn,9,26069,0.1366054189522677,0.6169822820634129,0.24641229898431938
knn,36,control,waste,9,90813,0.06379470878496345,0.8345149434062915,0.10169034780874495
knn,36,control,gmo,7,43028,0.00597866505531282,0.8970573425056549,0.0969639924390319
knn,36,control,non clumping,7,175160,0.8177777143437112,0.18222228565628884,0.0
knn,36,control,poultry,7,28243,0.5313627368826888,0.31514495233823914,0.15349231077907208
knn,36,control,soy,6,23601,0.05787537251246413,0.539981827512017,0.4021427999755189
knn,36,control,spill,6,94240,0.3593596727032635,0.5264392921146953,0.11420103518204114
knn,36,control,chew,5,51318,0.3062906236061854,0.6879311352741728,0.005778241119641788
knn,36,control,shock,5,26156,0.4440058367742265,0.13252748466466155,0.423466678561112
knn,36,control,sugar,5,22557,0.21928029239506827,0.14419766221867564,0.636522045386256
knn,36,control,tracking,5,39207,0.4268526311911422,0.3425309539396309,0.23061641486922685
knn,36,control,"grain, chicken",4,15603,0.4882234185733513,0.44385160973317095,0.0679249716934777
knn,36,control,melt,4,15479,0.013139665927313695,0.3718999217577937,0.6149604123148926
knn,36,control,poo,4,15555,0.5569752491160399,0.4346476659880709,0.008377084895889116
knn,36,control,poop,4,41032,0.4174038961460973,0.5807648772773553,0.0018312265765472965
knn,36,control,scratch,4,13691,0.7263530786648165,0.2567380030677087,0.016908918267474937
knn,36,control,squeak,4,44033,0.5429393863693139,0.19173687915881266,0.26532373447187335
knn,36,control,wheat,4,25483,0.06512184593650665,0.7427097367744073,0.19216841728908596
knn,36,control,allergy,3,8756,0.10602570935485506,0.8306970458352368,0.0632772448099081
knn,36,control,fragrance,3,13202,0.3465889006716154,0.3898651719436449,0.2635459273847397
knn,36,control,non gmo,3,4415,0.7744998112495282,0.10436642758273558,0.12113376116773622
knn,36,control,scent,3,8027,0.3018527746632892,0.5557562670431737,0.1423909582935371
knn,36,control,unscented,3,9558,0.57015065913371,0.42984934086629,0.0
knn,36,control,zip,3,3629,0.04725819785064753,0.5513073696457549,0.4014344325035975
knn,36,control,catnip,2,3098,0.9302865648088371,0.0,0.06971343519116271
knn,36,control,clay,2,8250,0.2902626262626263,0.6743131313131313,0.03542424242424235
knn,36,control,clumping,2,7730,0.0833333333333333,0.9166666666666666,0.0
knn,36,control,ears,2,9348,0.4181286549707603,0.3782894736842105,0.20358187134502925
knn,36,control,fat,2,10582,0.31391356391356395,0.19500619500619498,0.4910802410802411
knn,36,control,free,2,8017,0.12122192022624191,0.8787780797737581,0.0
knn,36,control,non prescription,2,2306,0.4943504866531754,0.3982003469210755,0.1074491664257492
knn,36,control,pee,2,3586,0.7171949556918883,0.28280504430811176,0.0
knn,36,control,prescription,2,27113,0.3463314031399452,0.2859329472946557,0.3677356495653991
knn,36,control,teeth,2,4663,0.8664128958467366,0.13358710415326325,0.0
knn,36,control,tip,2,12866,0.012964834101939614,0.8259128279530892,0.16112233794497124
knn,36,control,additives,1,1600,0.1666666666666666,0.0,0.8333333333333335
knn,36,control,aller,1,974,0.3888888888888889,0.5277777777777778,0.0833333333333333
knn,36,control,bark,1,10077,0.6666666666666666,0.3333333333333333,0.0
knn,36,control,bell,1,3873,0.9166666666666666,0.0,0.0833333333333333
knn,36,control,bpa,1,1302,0.0,0.0,1.0
knn,36,control,carpet,1,1496,0.5,0.027777777777777696,0.4722222222222222
knn,36,control,cat pee,1,1215,0.027777777777777703,0.9722222222222222,0.0
knn,36,control,choke,1,1536,0.0,1.0,0.0
knn,36,control,clump,1,3211,0.4166666666666667,0.5833333333333334,0.0
knn,36,control,corn and soy,1,2593,0.2777777777777778,0.4444444444444444,0.2777777777777778
knn,36,control,d3,1,1856,0.4444444444444444,0.3333333333333333,0.2222222222222222
knn,36,control,dehp,1,5570,0.0555555555555555,0.22222222222222218,0.7222222222222222
knn,36,control,"dust, scent",1,1132,0.2777777777777778,0.2222222222222222,0.5
knn,36,control,escape,1,1062,1.0,0.0,0.0
knn,36,control,fish,1,1456,0.8611111111111112,0.0277777777777777,0.1111111111111111
knn,36,control,gain,1,977,0.0277777777777777,0.9722222222222222,0.0
knn,36,control,"grain, fat",1,1870,1.0,0.0,0.0
knn,36,control,grow,1,2780,0.0277777777777777,0.41666666666666674,0.5555555555555556
knn,36,control,hides,1,2331,0.0555555555555555,0.9444444444444444,0.0
knn,36,control,holes,1,2104,0.088235294117647,0.8823529411764706,0.0294117647058823
knn,36,control,iodine,1,3331,0.0,0.0,1.0
knn,36,control,kibble,1,1761,1.0,0.0,0.0
knn,36,control,legume,1,7084,0.75,0.0555555555555555,0.1944444444444444
knn,36,control,lick,1,1801,0.5,0.5,0.0
knn,36,control,medicated,1,5619,0.2777777777777778,0.6111111111111112,0.11111111111111109
knn,36,control,millet,1,1078,0.5,0.0277777777777777,0.4722222222222222
knn,36,control,no bark,1,7969,1.0,0.0,0.0
knn,36,control,no melt,1,2781,0.4444444444444444,0.2222222222222222,0.3333333333333333
knn,36,control,non absorbent,1,1507,0.5,0.5,0.0
knn,36,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.8611111111111112,0.1388888888888889,0.0
knn,36,control,pea,1,5939,0.4166666666666667,0.027777777777777703,0.5555555555555556
knn,36,control,pill,1,2506,1.0,0.0,0.0
knn,36,control,poop eating,1,16984,0.3611111111111111,0.6111111111111112,0.0277777777777777
knn,36,control,probiotic,1,982,0.0,0.0,1.0
knn,36,control,protein,1,5096,0.9444444444444444,0.027777777777777696,0.027777777777777696
knn,36,control,rice,1,1195,0.0833333333333333,0.5833333333333334,0.3333333333333333
knn,36,control,salt,1,1015,0.0,0.0,1.0
knn,36,control,scented,1,1755,0.3888888888888889,0.5,0.1111111111111111
knn,36,control,scoot,1,25922,0.75,0.2222222222222222,0.0277777777777777
knn,36,control,seafood,1,1668,0.4444444444444444,0.5,0.0555555555555555
knn,36,control,shell,1,1278,0.0833333333333333,0.5,0.4166666666666667
knn,36,control,soy and corn,1,1287,0.3055555555555556,0.5,0.1944444444444444
knn,36,control,spray,1,2497,0.9722222222222221,0.0277777777777777,0.0
knn,36,control,squeaker,1,1524,0.8333333333333334,0.0277777777777777,0.1388888888888889
knn,36,control,squeaky,1,17562,0.8055555555555556,0.0277777777777777,0.1666666666666666
knn,36,control,squirrel,1,5398,0.3611111111111111,0.6388888888888888,0.0
knn,36,control,stink,1,3161,0.11111111111111112,0.888888888888889,0.0
knn,36,control,stuff,1,1489,0.75,0.2222222222222222,0.0277777777777777
knn,36,control,stuffed,1,6207,0.1388888888888889,0.8055555555555557,0.0555555555555555
knn,36,control,sunflower seeds,1,3792,0.3611111111111111,0.055555555555555504,0.5833333333333334
knn,36,control,tear,1,7647,0.25,0.7222222222222222,0.0277777777777777
knn,36,control,toot,1,1991,0.2666666666666666,0.7333333333333333,0.0
knn,36,control,toxic,1,1267,0.0,1.0,0.0
knn,36,control,track,1,1419,0.5277777777777778,0.1666666666666666,0.3055555555555556
knn,36,control,"unscented
dust",1,1250,0.2777777777777778,0.5555555555555556,0.1666666666666666
knn,36,control,waste free,1,2251,0.3611111111111111,0.6388888888888888,0.0
knn,36,control,yeast,1,6961,0.22222222222222224,0.0,0.7777777777777778
knn,10,control,all negative intent,795,7015957,0.16441010272883816,0.7628593488940836,0.07273054837707814
knn,10,control,grain,332,2692575,0.0580026554506374,0.8982360751325404,0.04376126941682218
knn,10,control,chicken,59,461986,0.47130345941218993,0.2668459650292434,0.2618505755585667
knn,10,control,pull,53,820714,0.12031012021240042,0.878635310229873,0.001054569557726565
knn,10,control,rawhide,47,760133,0.07191215221546755,0.9043756816241368,0.023712166160395617
knn,10,control,hide,36,388507,0.05850164861894381,0.9412059499571439,0.0002924014239125679
knn,10,control,stuffing,24,369948,0.0005460226842691405,0.9994539773157308,0.0
knn,10,control,dust,14,170435,0.033324141168187285,0.2012603045149177,0.7654155543168949
knn,10,control,mess,14,59732,0.0042054510145315745,0.9957945489854685,0.0
knn,10,control,gluten,10,66998,0.006073315621361832,0.7373652944864025,0.2565613898922356
knn,10,control,odor,10,65047,0.11722293111135025,0.8478254185435147,0.03495165034513505
knn,10,control,corn,9,26069,0.22031915301699334,0.7121255130614905,0.06755533392151598
knn,10,control,waste,9,90813,0.0777586909363197,0.9021494719918955,0.020091837071784878
knn,10,control,gmo,7,43028,0.0,1.0,0.0
knn,10,control,non clumping,7,175160,0.9733500799269239,0.026649920073076046,0.0
knn,10,control,poultry,7,28243,0.49104556881351125,0.24337711999433487,0.26557731119215383
knn,10,control,soy,6,23601,0.014935807804754037,0.9570738528028474,0.027990339392398627
knn,10,control,spill,6,94240,0.5913412563667233,0.40865874363327664,0.0
knn,10,control,chew,5,51318,0.10468451615417591,0.8888830429868662,0.006432440858957871
knn,10,control,shock,5,26156,0.3489103838507417,0.2076999541214253,0.443389662027833
knn,10,control,sugar,5,22557,0.257028860220774,0.143042071197411,0.5999290685818149
knn,10,control,tracking,5,39207,0.6031754533629199,0.27071441324253326,0.1261101333945469
knn,10,control,"grain, chicken",4,15603,0.6328142023969751,0.3410497981157469,0.02613599948727809
knn,10,control,melt,4,15479,0.0,0.9194198591640287,0.08058014083597133
knn,10,control,poo,4,15555,0.7138154934104789,0.25602700096432013,0.030157505625200903
knn,10,control,poop,4,41032,0.875943166309222,0.12405683369077794,0.0
knn,10,control,scratch,4,13691,0.8316850485720545,0.16831495142794536,0.0
knn,10,control,squeak,4,44033,0.609978879476756,0.29613471714396017,0.09388640337928372
knn,10,control,wheat,4,25483,0.06880273123258644,0.6323509790840952,0.2988462896833183
knn,10,control,allergy,3,8756,0.22196208314298765,0.6781978072179077,0.09984010963910461
knn,10,control,fragrance,3,13202,0.38959248598697166,0.3447962429934858,0.26561127101954246
knn,10,control,non gmo,3,4415,0.8738618346545867,0.1,0.026138165345413366
knn,10,control,scent,3,8027,0.34715335741871184,0.47139653668867565,0.18145010589261243
knn,10,control,unscented,3,9558,1.0,0.0,0.0
knn,10,control,zip,3,3629,0.028823367318820615,0.9135298980435381,0.05764673463764123
knn,10,control,catnip,2,3098,1.0,0.0,0.0
knn,10,control,clay,2,8250,0.5,0.5,0.0
knn,10,control,clumping,2,7730,0.0,1.0,0.0
knn,10,control,ears,2,9348,0.23815789473684212,0.7618421052631579,0.0
knn,10,control,fat,2,10582,0.2943110943110943,0.18495558495558495,0.5207333207333207
knn,10,control,free,2,8017,0.35972308843707124,0.6402769115629289,0.0
knn,10,control,non prescription,2,2306,0.6131830008673027,0.2934084995663487,0.09340849956634865
knn,10,control,pee,2,3586,0.8132459564974902,0.18675404350250976,0.0
knn,10,control,prescription,2,27113,0.1733965256519013,0.3853206948696198,0.44128277947847894
knn,10,control,teeth,2,4663,1.0,0.0,0.0
knn,10,control,tip,2,12866,0.046673402766982744,0.9000000000000001,0.053326597233017255
knn,10,control,additives,1,1600,0.4,0.0,0.6
knn,10,control,aller,1,974,0.5,0.4,0.1
knn,10,control,bark,1,10077,0.8,0.2,0.0
knn,10,control,bell,1,3873,0.8,0.0,0.2
knn,10,control,bpa,1,1302,0.0,0.0,1.0
knn,10,control,carpet,1,1496,1.0,0.0,0.0
knn,10,control,cat pee,1,1215,0.0,1.0,0.0
knn,10,control,choke,1,1536,0.0,1.0,0.0
knn,10,control,clump,1,3211,0.4,0.6,0.0
knn,10,control,corn and soy,1,2593,0.3,0.7,0.0
knn,10,control,d3,1,1856,0.2,0.8,0.0
knn,10,control,dehp,1,5570,0.2,0.2,0.6
knn,10,control,"dust, scent",1,1132,0.5,0.1,0.4
knn,10,control,escape,1,1062,1.0,0.0,0.0
knn,10,control,fish,1,1456,1.0,0.0,0.0
knn,10,control,gain,1,977,0.0,1.0,0.0
knn,10,control,"grain, fat",1,1870,1.0,0.0,0.0
knn,10,control,grow,1,2780,0.0,1.0,0.0
knn,10,control,hides,1,2331,0.0,1.0,0.0
knn,10,control,holes,1,2104,0.1111111111111111,0.8888888888888888,0.0
knn,10,control,iodine,1,3331,0.0,0.0,1.0
knn,10,control,kibble,1,1761,1.0,0.0,0.0
knn,10,control,legume,1,7084,0.8000000000000002,0.20000000000000004,0.0
knn,10,control,lick,1,1801,0.6,0.4000000000000001,0.0
knn,10,control,medicated,1,5619,0.3,0.7,0.0
knn,10,control,millet,1,1078,0.6,0.1,0.3
knn,10,control,no bark,1,7969,1.0,0.0,0.0
knn,10,control,no melt,1,2781,1.0,0.0,0.0
knn,10,control,non absorbent,1,1507,0.5,0.5,0.0
knn,10,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.9,0.1,0.0
knn,10,control,pea,1,5939,0.9,0.0,0.09999999999999999
knn,10,control,pill,1,2506,1.0,0.0,0.0
knn,10,control,poop eating,1,16984,0.6,0.4,0.0
knn,10,control,probiotic,1,982,0.0,0.0,1.0
knn,10,control,protein,1,5096,0.9000000000000001,0.1,0.0
knn,10,control,rice,1,1195,0.1,0.6,0.3
