endpoint,k,variant,negative_intent,terms_with_volume,total_volume,weighted_violation_rate,weighted_compliant_rate,weighted_unclear_rate
l2,36,control,hides,1,2331,0.1111111111111111,0.8611111111111112,0.0277777777777777
l2,36,control,holes,1,2104,0.1875,0.78125,0.03125
l2,36,control,iodine,1,3331,0.0,0.0277777777777777,0.9722222222222222
l2,36,control,kibble,1,1761,1.0,0.0,0.0
l2,36,control,legume,1,7084,0.4722222222222222,0.0277777777777777,0.5
l2,36,control,lick,1,1801,0.9444444444444444,0.05555555555555549,0.0
l2,36,control,medicated,1,5619,0.2777777777777778,0.5277777777777778,0.1944444444444444
l2,36,control,millet,1,1078,0.3888888888888889,0.0277777777777777,0.5833333333333334
l2,36,control,no bark,1,7969,1.0,0.0,0.0
l2,36,control,no melt,1,2781,0.5,0.2222222222222222,0.2777777777777778
l2,36,control,non absorbent,1,1507,0.5,0.4444444444444444,0.0555555555555555
l2,36,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.7777777777777778,0.19444444444444442,0.0277777777777777
l2,36,control,pea,1,5939,0.38888888888888895,0.0555555555555555,0.5555555555555556
l2,36,control,pill,1,2506,1.0,0.0,0.0
l2,36,control,poop eating,1,16984,0.3611111111111111,0.5833333333333334,0.0555555555555555
l2,36,control,probiotic,1,982,0.0,0.0,1.0
l2,36,control,protein,1,5096,0.9444444444444444,0.027777777777777696,0.027777777777777696
l2,36,control,rice,1,1195,0.1388888888888889,0.4444444444444444,0.4166666666666667
l2,36,control,salt,1,1015,0.0,0.0,1.0
l2,36,control,scented,1,1755,0.4444444444444444,0.5,0.0555555555555555
l2,36,control,scoot,1,25922,0.5555555555555556,0.4166666666666667,0.0277777777777777
l2,36,control,seafood,1,1668,0.5,0.38888888888888884,0.1111111111111111
l2,36,control,shell,1,1278,0.1111111111111111,0.3888888888888889,0.5
l2,36,control,soy and corn,1,1287,0.25,0.4444444444444444,0.3055555555555556
l2,36,control,spray,1,2497,1.0,0.0,0.0
l2,36,control,squeaker,1,1524,0.9444444444444444,0.0277777777777777,0.0277777777777777
l2,36,control,squeaky,1,17562,0.8611111111111112,0.0,0.1388888888888889
l2,36,control,squirrel,1,5398,0.3333333333333333,0.5833333333333334,0.0833333333333333
l2,36,control,stink,1,3161,0.0555555555555555,0.9444444444444444,0.0
l2,36,control,stuff,1,1489,0.7222222222222222,0.1944444444444444,0.0833333333333333
l2,36,control,stuffed,1,6207,0.2222222222222222,0.75,0.0277777777777777
l2,36,control,sunflower seeds,1,3792,0.4444444444444444,0.0277777777777777,0.5277777777777778
l2,36,control,tear,1,7647,0.3055555555555556,0.6666666666666666,0.0277777777777777
l2,36,control,toot,1,1991,0.2580645161290322,0.6774193548387096,0.064516129032258
l2,36,control,toxic,1,1267,0.0,1.0,0.0
l2,36,control,track,1,1419,0.3055555555555556,0.19444444444444436,0.5
l2,36,control,"unscented
dust",1,1250,0.25,0.5277777777777778,0.2222222222222222
l2,36,control,waste free,1,2251,0.2777777777777778,0.7222222222222222,0.0
l2,36,control,yeast,1,6961,0.1666666666666666,0.0,0.8333333333333334
l2,10,control,all negative intent,795,7015957,0.19448314036132205,0.7506972534181724,0.05481960622050563
l2,10,control,grain,332,2692575,0.07100281329210886,0.9107986964151416,0.018198490292749506
l2,10,control,chicken,59,461986,0.7132257254548839,0.1753371314282251,0.11143714311689099
l2,10,control,pull,53,820714,0.16250935161335128,0.8299823080878356,0.007508340298812984
l2,10,control,rawhide,47,760133,0.16650638769794235,0.8078390229078334,0.025654589394224433
l2,10,control,hide,36,388507,0.06397001855822418,0.9357375800178633,0.0002924014239125679
l2,10,control,stuffing,24,369948,0.004272222042016716,0.9957277779579833,0.0
l2,10,control,dust,14,170435,0.02970751312817203,0.2528682488925397,0.7174242379792882
l2,10,control,mess,14,59732,0.02224770642201835,0.6784688274291837,0.29928346614879797
l2,10,control,gluten,10,66998,0.21272426042568437,0.6811068987133945,0.10616884086092122
l2,10,control,odor,10,65047,0.03865205159346319,0.9334219871785018,0.027925961228035114
l2,10,control,corn,9,26069,0.20330277340902986,0.7149794775403736,0.0817177490505965
l2,10,control,waste,9,90813,0.06933368570579101,0.8372303524825742,0.09343596181163491
l2,10,control,gmo,7,43028,0.0,1.0,0.0
l2,10,control,non clumping,7,175160,0.7479287508563599,0.2504527289335465,0.0016185202100936287
l2,10,control,poultry,7,28243,0.7301455227844068,0.08300817901780973,0.18684629819778353
l2,10,control,soy,6,23601,0.004978602601584678,0.9670310580060167,0.027990339392398627
l2,10,control,spill,6,94240,0.40550191001697794,0.5349257215619695,0.05957236842105264
l2,10,control,chew,5,51318,0.14565064889512452,0.8524104602673526,0.0019388908375228965
l2,10,control,shock,5,26156,0.40611714329408166,0.24793164092368866,0.3459512157822297
l2,10,control,sugar,5,22557,0.32977789599680807,0.20047878707274902,0.46974331693044286
l2,10,control,tracking,5,39207,0.32965031754533625,0.4206162164919529,0.24973346596271073
l2,10,control,"grain, chicken",4,15603,0.6932512978273409,0.3067487021726591,0.0
l2,10,control,melt,4,15479,0.0946055946766587,0.6484656631565346,0.25692874216680667
l2,10,control,poo,4,15555,0.7010028929604628,0.2989971070395371,0.0
l2,10,control,poop,4,41032,0.7916260479625657,0.2083739520374342,0.0
l2,10,control,scratch,4,13691,0.723760134394858,0.2153677598422321,0.06087210576290994
l2,10,control,squeak,4,44033,0.7093702450434901,0.2906297549565099,0.0
l2,10,control,wheat,4,25483,0.0,0.8961189812816388,0.10388101871836126
l2,10,control,allergy,3,8756,0.36556646870717224,0.5845134764732755,0.049920054819552306
l2,10,control,fragrance,3,13202,0.24479624299348585,0.6102332979851537,0.1449704590213604
l2,10,control,non gmo,3,4415,0.9774858437146093,0.022514156285390715,0.0
l2,10,control,scent,3,8027,0.8083592874050081,0.07903326273825839,0.11260744985673353
l2,10,control,unscented,3,9558,0.44039548022598873,0.5596045197740113,0.0
l2,10,control,zip,3,3629,0.09947643979057591,0.7841829705152934,0.11634058969413062
l2,10,control,catnip,2,3098,1.0,0.0,0.0
l2,10,control,clay,2,8250,0.37247272727272723,0.6275272727272728,0.0
l2,10,control,clumping,2,7730,0.1,0.9000000000000001,0.0
l2,10,control,ears,2,9348,0.7236842105263158,0.27631578947368424,0.0
l2,10,control,fat,2,10582,0.3678888678888679,0.2113778113778114,0.4207333207333207
l2,10,control,free,2,8017,0.3776038418360983,0.6223961581639017,0.0
l2,10,control,non prescription,2,2306,0.259887250650477,0.5467042497831742,0.19340849956634865
l2,10,control,pee,2,3586,0.9421639709983268,0.05783602900167317,0.0
l2,10,control,prescription,2,27113,0.3293586102607605,0.3293586102607605,0.34128277947847896
l2,10,control,teeth,2,4663,0.8000000000000002,0.130152262491958,0.06984773750804205
l2,10,control,tip,2,12866,0.0,0.9000000000000001,0.09999999999999999
l2,10,control,additives,1,1600,0.5,0.0,0.5
l2,10,control,aller,1,974,0.5,0.5,0.0
l2,10,control,bark,1,10077,0.8,0.2,0.0
l2,10,control,bell,1,3873,1.0,0.0,0.0
l2,10,control,bpa,1,1302,0.0,0.0,1.0
l2,10,control,carpet,1,1496,1.0,0.0,0.0
l2,10,control,cat pee,1,1215,0.4,0.6,0.0
l2,10,control,choke,1,1536,0.0,1.0,0.0
l2,10,control,clump,1,3211,0.7,0.3,0.0
l2,10,control,corn and soy,1,2593,0.3,0.7,0.0
l2,10,control,d3,1,1856,0.5,0.5,0.0
l2,10,control,dehp,1,5570,0.1,0.1,0.8
l2,10,control,"dust, scent",1,1132,0.4,0.3,0.3
l2,10,control,escape,1,1062,0.4,0.6,0.0
l2,10,control,fish,1,1456,1.0,0.0,0.0
l2,10,control,gain,1,977,0.1,0.9,0.0
l2,10,control,"grain, fat",1,1870,1.0,0.0,0.0
l2,10,control,grow,1,2780,0.0,0.5,0.5
l2,10,control,hides,1,2331,0.1,0.9,0.0
l2,10,control,holes,1,2104,0.3,0.7,0.0
l2,10,control,iodine,1,3331,0.0,0.1,0.9
l2,10,control,kibble,1,1761,1.0,0.0,0.0
l2,10,control,legume,1,7084,0.6,0.10000000000000002,0.3
l2,10,control,lick,1,1801,1.0,0.0,0.0
l2,10,control,medicated,1,5619,0.5,0.5,0.0
l2,10,control,millet,1,1078,0.7,0.0,0.3
l2,10,control,no bark,1,7969,1.0,0.0,0.0
l2,10,control,no melt,1,2781,1.0,0.0,0.0
l2,10,control,non absorbent,1,1507,0.5,0.5,0.0
l2,10,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.9,0.1,0.0
l2,10,control,pea,1,5939,0.9,0.0,0.09999999999999999
l2,10,control,pill,1,2506,1.0,0.0,0.0
l2,10,control,poop eating,1,16984,0.5,0.5,0.0
l2,10,control,probiotic,1,982,0.0,0.0,1.0
l2,10,control,protein,1,5096,1.0,0.0,0.0
l2,10,control,rice,1,1195,0.2,0.5,0.3
l2,10,control,salt,1,1015,0.0,0.0,1.0
l2,10,control,scented,1,1755,0.7,0.2,0.1
l2,10,control,scoot,1,25922,0.9,0.0,0.1
l2,10,control,seafood,1,1668,0.0,1.0,0.0
l2,10,control,shell,1,1278,0.1,0.3,0.6
l2,10,control,soy and corn,1,1287,0.3,0.7,0.0
l2,10,control,spray,1,2497,1.0,0.0,0.0
l2,10,control,squeaker,1,1524,1.0,0.0,0.0
l2,10,control,squeaky,1,17562,0.8,0.0,0.2
l2,10,control,squirrel,1,5398,0.5,0.5,0.0
l2,10,control,stink,1,3161,0.2,0.8,0.0
l2,10,control,stuff,1,1489,0.6,0.4,0.0
l2,10,control,stuffed,1,6207,0.1,0.9,0.0
l2,10,control,sunflower seeds,1,3792,0.5,0.1,0.4
l2,10,control,tear,1,7647,0.5,0.5,0.0
l2,10,control,toot,1,1991,0.7,0.3,0.0
l2,10,control,toxic,1,1267,0.0,1.0,0.0
l2,10,control,track,1,1419,0.5,0.4,0.1
l2,10,control,"unscented
dust",1,1250,0.2,0.7,0.1
l2,10,control,waste free,1,2251,0.2,0.8,0.0
l2,10,control,yeast,1,6961,0.29999999999999993,0.0,0.7
l2,4,control,all negative intent,795,7015957,0.18932064435400617,0.7558707956733486,0.054808559972645214
l2,4,control,grain,332,2692575,0.06961310269908916,0.9219595554441381,0.008427341856772791
l2,4,control,chicken,59,461986,0.7676980471269692,0.13506902806578555,0.09723292480724524
l2,4,control,pull,53,820714,0.15546981043335437,0.8355827974178581,0.008947392148787519
l2,4,control,rawhide,47,760133,0.08980698114672038,0.850667909431639,0.05952510942164069
l2,4,control,hide,36,388507,0.05822739358621595,0.9410416028540026,0.0007310035597814196
l2,4,control,stuffing,24,369948,0.0013650567106728514,0.9986349432893271,0.0
l2,4,control,dust,14,170435,0.015363628362718925,0.04445096371050547,0.9401854079267756
l2,4,control,mess,14,59732,0.03225657938793277,0.8734514163262573,0.09429200428580996
l2,4,control,gluten,10,66998,0.01436983193528165,0.848357413654139,0.13727275441057943
l2,4,control,odor,10,65047,0.07511491690623703,0.9248850830937629,0.0
l2,4,control,corn,9,26069,0.278136867543826,0.6412789136522307,0.08058421880394338
l2,4,control,waste,9,90813,0.03927576448305859,0.9607242355169414,0.0
l2,4,control,gmo,7,43028,0.0,1.0,0.0
l2,4,control,non clumping,7,175160,0.7127026718428865,0.2872973281571135,0.0
l2,4,control,poultry,7,28243,0.8000566512056084,0.0,0.19994334879439152
l2,4,control,soy,6,23601,0.0,1.0,0.0
l2,4,control,spill,6,94240,0.49074968166383703,0.3603193972835314,0.1489309210526316
l2,4,control,chew,5,51318,0.14317588370552242,0.8568241162944775,0.0
l2,4,control,shock,5,26156,0.4073157210582658,0.3426842789417342,0.25
l2,4,control,sugar,5,22557,0.2642527818415569,0.1268009930398546,0.6089462251185884
l2,4,control,tracking,5,39207,0.4346417731527533,0.29354452011120463,0.27181370673604205
l2,4,control,"grain, chicken",4,15603,0.6393802473883228,0.3606197526116772,0.0
l2,4,control,melt,4,15479,0.05912849667291169,0.9408715033270884,0.0
l2,4,control,poo,4,15555,0.7649630343940855,0.2350369656059145,0.0
l2,4,control,poop,4,41032,0.9505568824332229,0.04944311756677715,0.0
l2,4,control,scratch,4,13691,0.9813928858374115,0.01860711416258856,0.0
l2,4,control,squeak,4,44033,0.7665444098744124,0.23345559012558761,0.0
l2,4,control,wheat,4,25483,0.0,0.881568104226347,0.11843189577365303
l2,4,control,allergy,3,8756,0.414315897670169,0.4608839652809502,0.12480013704888077
l2,4,control,fragrance,3,13202,0.15541205877897288,0.8445879412210271,0.0
l2,4,control,non gmo,3,4415,1.0,0.0,0.0
l2,4,control,scent,3,8027,0.802416843154354,0.09879157842282298,0.09879157842282298
l2,4,control,unscented,3,9558,0.5508474576271186,0.4491525423728814,0.0
l2,4,control,zip,3,3629,0.07205841829705154,0.9279415817029485,0.0
l2,4,control,catnip,2,3098,1.0,0.0,0.0
l2,4,control,clay,2,8250,0.6811818181818182,0.31881818181818183,0.0
l2,4,control,clumping,2,7730,0.20685640362225097,0.793143596377749,0.0
l2,4,control,ears,2,9348,0.6546052631578947,0.34539473684210525,0.0
l2,4,control,fat,2,10582,0.5518333018333018,0.19816669816669816,0.25
l2,4,control,free,2,8017,0.5,0.5,0.0
l2,4,control,non prescription,2,2306,0.38323937554206416,0.4835212489158716,0.1332393755420642
l2,4,control,pee,2,3586,0.9277049637479086,0.07229503625209147,0.0
l2,4,control,prescription,2,27113,0.25,0.5366982628259507,0.21330173717404935
l2,4,control,teeth,2,4663,0.9246193437701051,0.07538065622989491,0.0
l2,4,control,tip,2,12866,0.0,0.8833164930825431,0.11668350691745687
l2,4,control,additives,1,1600,0.75,0.0,0.25
l2,4,control,aller,1,974,0.75,0.25,0.0
l2,4,control,bark,1,10077,0.5,0.5,0.0
l2,4,control,bell,1,3873,1.0,0.0,0.0
l2,4,control,bpa,1,1302,0.0,0.0,1.0
l2,4,control,carpet,1,1496,1.0,0.0,0.0
l2,4,control,cat pee,1,1215,0.0,1.0,0.0
l2,4,control,choke,1,1536,0.0,1.0,0.0
l2,4,control,clump,1,3211,0.25,0.75,0.0
l2,4,control,corn and soy,1,2593,0.25,0.75,0.0
l2,4,control,d3,1,1856,0.5,0.5,0.0
l2,4,control,dehp,1,5570,0.25,0.25,0.5
l2,4,control,"dust, scent",1,1132,0.5,0.0,0.5
l2,4,control,escape,1,1062,1.0,0.0,0.0
l2,4,control,fish,1,1456,1.0,0.0,0.0
l2,4,control,gain,1,977,0.25,0.75,0.0
l2,4,control,"grain, fat",1,1870,1.0,0.0,0.0
l2,4,control,grow,1,2780,0.0,0.75,0.25
l2,4,control,hides,1,2331,0.0,1.0,0.0
l2,4,control,holes,1,2104,0.25,0.75,0.0
l2,4,control,iodine,1,3331,0.0,0.0,1.0
l2,4,control,kibble,1,1761,1.0,0.0,0.0
l2,4,control,legume,1,7084,0.75,0.25,0.0
l2,4,control,lick,1,1801,1.0,0.0,0.0
l2,4,control,medicated,1,5619,0.5,0.5,0.0
l2,4,control,millet,1,1078,0.75,0.0,0.25
l2,4,control,no bark,1,7969,1.0,0.0,0.0
l2,4,control,no melt,1,2781,1.0,0.0,0.0
l2,4,control,non absorbent,1,1507,0.75,0.25,0.0
l2,4,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.75,0.25,0.0
l2,4,control,pea,1,5939,1.0,0.0,0.0
l2,4,control,pill,1,2506,1.0,0.0,0.0
l2,4,control,poop eating,1,16984,0.25,0.75,0.0
l2,4,control,probiotic,1,982,0.0,0.0,1.0
l2,4,control,protein,1,5096,1.0,0.0,0.0
l2,4,control,rice,1,1195,0.5,0.5,0.0
l2,4,control,salt,1,1015,0.0,0.0,1.0
l2,4,control,scented,1,1755,0.5,0.5,0.0
l2,4,control,scoot,1,25922,1.0,0.0,0.0
l2,4,control,seafood,1,1668,0.0,1.0,0.0
l2,4,control,shell,1,1278,0.0,0.25,0.75
l2,4,control,soy and corn,1,1287,0.0,1.0,0.0
l2,4,control,spray,1,2497,1.0,0.0,0.0
l2,4,control,squeaker,1,1524,1.0,0.0,0.0
l2,4,control,squeaky,1,17562,0.75,0.0,0.25
l2,4,control,squirrel,1,5398,0.5,0.5,0.0
l2,4,control,stink,1,3161,0.0,1.0,0.0
l2,4,control,stuff,1,1489,0.0,1.0,0.0
l2,4,control,stuffed,1,6207,0.25,0.75,0.0
l2,4,control,sunflower seeds,1,3792,0.5,0.25,0.25
l2,4,control,tear,1,7647,1.0,0.0,0.0
l2,4,control,toot,1,1991,1.0,0.0,0.0
l2,4,control,toxic,1,1267,0.0,1.0,0.0
l2,4,control,track,1,1419,0.75,0.25,0.0
l2,4,control,"unscented
dust",1,1250,0.0,1.0,0.0
l2,4,control,waste free,1,2251,0.5,0.5,0.0
l2,4,control,yeast,1,6961,0.5,0.0,0.5
l1_hybrid,36,control,all negative intent,795,7015957,0.1999729091531007,0.725032059007258,0.07499503183964128
l1_hybrid,36,control,grain,332,2692575,0.09348757436860831,0.8847493879774316,0.0217630376539599
l1_hybrid,36,control,chicken,59,461986,0.6002419144976495,0.24069139661278818,0.15906668888956224
l1_hybrid,36,control,pull,53,820714,0.24611626445011797,0.7460254879780276,0.007858247571854425
l1_hybrid,36,control,rawhide,47,760133,0.16783967045533116,0.8018799560954022,0.03028037344926623
l1_hybrid,36,control,hide,36,388507,0.10787936610894752,0.8895165767068975,0.002604057184154836
l1_hybrid,36,control,stuffing,24,369948,0.01970554720603372,0.9407232007381217,0.039571252055844414
l1_hybrid,36,control,dust,14,170435,0.041210399533220525,0.20548433257383877,0.7533052678929406
l1_hybrid,36,control,mess,14,59732,0.027195547519661866,0.5654241724145628,0.40738028006577526
l1_hybrid,36,control,gluten,10,66998,0.11094236643879912,0.7235311335993445,0.16552649996185623
l1_hybrid,36,control,odor,10,65047,0.10465680371287082,0.8342271314929546,0.061116064794174446
l1_hybrid,36,control,corn,9,26069,0.14720016537309105,0.5595748036194544,0.2932250310074545
l1_hybrid,36,control,waste,9,90813,0.07176377097258466,0.6623632568513808,0.2658729721760345
l1_hybrid,36,control,gmo,7,43028,0.001992888351770939,0.9092909784842944,0.08871613316393455
l1_hybrid,36,control,non clumping,7,175160,0.7535538935830098,0.23978156479155563,0.006664541625434507
l1_hybrid,36,control,poultry,7,28243,0.5491783608131021,0.24502728306325658,0.20579435612364122
l1_hybrid,36,control,soy,6,23601,0.04778634615294074,0.5295550094393363,0.4226586444077229
l1_hybrid,36,control,spill,6,94240,0.24490072627806078,0.683306805319751,0.07179246840218821
l1_hybrid,36,control,chew,5,51318,0.2557371032905933,0.7391942831408517,0.005068613568555097
l1_hybrid,36,control,shock,5,26156,0.5831835907631137,0.12677991877793068,0.29003649045895563
l1_hybrid,36,control,sugar,5,22557,0.19146187682562196,0.14043558786875715,0.6681025353056208
l1_hybrid,36,control,tracking,5,39207,0.22705412582220297,0.39027894678671327,0.3826669273910838
l1_hybrid,36,control,"grain, chicken",4,15603,0.6588832631901272,0.31821693833806886,0.02289979847180379
l1_hybrid,36,control,melt,4,15479,0.040226543489028106,0.2486612686722513,0.7111121878387205
l1_hybrid,36,control,poo,4,15555,0.5212882602950105,0.4787117397049895,0.0
l1_hybrid,36,control,poop,4,41032,0.5008265906284526,0.49917340937154736,0.0
l1_hybrid,36,control,scratch,4,13691,0.6667376784424479,0.316353403290077,0.016908918267474937
l1_hybrid,36,control,squeak,4,44033,0.701313030378731,0.1682601685099811,0.13042680111128777
l1_hybrid,36,control,wheat,4,25483,0.0460710190235756,0.8717347512720898,0.08219422970433445
l1_hybrid,36,control,allergy,3,8756,0.25430181209075686,0.6780303030303031,0.06766788487894014
l1_hybrid,36,control,fragrance,3,13202,0.2106877745796091,0.5966562305374606,0.1926559948829302
l1_hybrid,36,control,non gmo,3,4415,0.8225556813892035,0.06656599974833269,0.11087831886246378
l1_hybrid,36,control,scent,3,8027,0.7787190454438492,0.132594161372036,0.0886867931841147
l1_hybrid,36,control,unscented,3,9558,0.5866290018832392,0.4133709981167608,0.0
l1_hybrid,36,control,zip,3,3629,0.04725819785064753,0.39674994641927686,0.5559918557300756
l1_hybrid,36,control,catnip,2,3098,1.0,0.0,0.0
l1_hybrid,36,control,clay,2,8250,0.2403232323232323,0.7443838383838384,0.015292929292929277
l1_hybrid,36,control,clumping,2,7730,0.0881270662641943,0.9118729337358056,0.0
l1_hybrid,36,control,ears,2,9348,0.6984649122807017,0.1944444444444444,0.10709064327485379
l1_hybrid,36,control,fat,2,10582,0.30815430815430817,0.18766668766668765,0.5041790041790042
l1_hybrid,36,control,free,2,8017,0.16104755888360886,0.8389524411163912,0.0
l1_hybrid,36,control,non prescription,2,2306,0.294413125180688,0.6092801387684302,0.09630673605088173
l1_hybrid,36,control,pee,2,3586,0.8801821899981408,0.11981781000185904,0.0
l1_hybrid,36,control,prescription,2,27113,0.38404598859915495,0.34709671867124015,0.2688572927296049
l1_hybrid,36,control,teeth,2,4663,0.7111957013844211,0.26102652083780115,0.027777777777777703
l1_hybrid,36,control,tip,2,12866,0.0,0.8796202739347463,0.12037972606525377
l1_hybrid,36,control,additives,1,1600,0.1944444444444444,0.0,0.8055555555555556
l1_hybrid,36,control,aller,1,974,0.3055555555555556,0.6111111111111112,0.0833333333333333
l1_hybrid,36,control,bark,1,10077,0.8888888888888887,0.11111111111111109,0.0
l1_hybrid,36,control,bell,1,3873,0.9722222222222222,0.0,0.0277777777777777
l1_hybrid,36,control,bpa,1,1302,0.0,0.0,1.0
l1_hybrid,36,control,carpet,1,1496,0.5833333333333334,0.027777777777777696,0.3888888888888889
l1_hybrid,36,control,cat pee,1,1215,0.3333333333333333,0.6666666666666666,0.0
l1_hybrid,36,control,choke,1,1536,0.0555555555555555,0.9444444444444443,0.0
l1_hybrid,36,control,clump,1,3211,0.7777777777777778,0.2222222222222222,0.0
l1_hybrid,36,control,corn and soy,1,2593,0.1388888888888889,0.5277777777777778,0.3333333333333333
l1_hybrid,36,control,d3,1,1856,0.3611111111111111,0.2222222222222222,0.4166666666666667
l1_hybrid,36,control,dehp,1,5570,0.027777777777777703,0.3611111111111111,0.6111111111111112
l1_hybrid,36,control,"dust, scent",1,1132,0.1944444444444444,0.3055555555555556,0.5
l1_hybrid,36,control,escape,1,1062,0.1111111111111111,0.8333333333333334,0.0555555555555555
l1_hybrid,36,control,fish,1,1456,0.8888888888888888,0.0555555555555555,0.0555555555555555
l1_hybrid,36,control,gain,1,977,0.0833333333333333,0.9166666666666666,0.0
l1_hybrid,36,control,"grain, fat",1,1870,1.0,0.0,0.0
l1_hybrid,36,control,grow,1,2780,0.0277777777777777,0.3055555555555556,0.6666666666666666
l1_hybrid,36,control,hides,1,2331,0.1111111111111111,0.8611111111111112,0.0277777777777777
l1_hybrid,36,control,holes,1,2104,0.2258064516129032,0.7419354838709677,0.032258064516129
l1_hybrid,36,control,iodine,1,3331,0.0,0.055555555555555504,0.9444444444444444
l1_hybrid,36,control,kibble,1,1761,1.0,0.0,0.0
l1_hybrid,36,control,legume,1,7084,0.4722222222222222,0.0833333333333333,0.4444444444444444
l1_hybrid,36,control,lick,1,1801,0.9166666666666666,0.0833333333333333,0.0
l1_hybrid,36,control,medicated,1,5619,0.2777777777777778,0.5277777777777778,0.1944444444444444
l1_hybrid,36,control,millet,1,1078,0.3888888888888889,0.0555555555555555,0.5555555555555556
l1_hybrid,36,control,no bark,1,7969,1.0,0.0,0.0
l1_hybrid,36,control,no melt,1,2781,0.5,0.2222222222222222,0.2777777777777778
l1_hybrid,36,control,non absorbent,1,1507,0.5277777777777778,0.41666666666666674,0.0555555555555555
l1_hybrid,36,control,"non clumping unscented cat litter

the user is actually looking for cat litter",1,11479,0.7777777777777778,0.19444444444444442,0.0277777777777777
l1_hybrid,36,control,pea,1,5939,0.36111111111111105,0.0555555555555555,0.5833333333333334
l1_hybrid,36,control,pill,1,2506,1.0,0.0,0.0
l1_hybrid,36,control,poop eating,1,16984,0.3611111111111111,0.5833333333333334,0.0555555555555555
l1_hybrid,36,control,probiotic,1,982,0.0,0.0,1.0
l1_hybrid,36,control,protein,1,5096,0.9444444444444444,0.027777777777777696,0.027777777777777696
l1_hybrid,36,control,rice,1,1195,0.1111111111111111,0.5,0.3888888888888889
l1_hybrid,36,control,salt,1,1015,0.0,0.0,1.0
l1_hybrid,36,control,scented,1,1755,0.4444444444444444,0.5,0.0555555555555555
l1_hybrid,36,control,scoot,1,25922,0.5555555555555556,0.4166666666666667,0.0277777777777777
l1_hybrid,36,control,seafood,1,1668,0.5,0.38888888888888884,0.1111111111111111
l1_hybrid,36,control,shell,1,1278,0.1111111111111111,0.3888888888888889,0.5
l1_hybrid,36,control,soy and corn,1,1287,0.2222222222222222,0.4166666666666667,0.3611111111111111
l1_hybrid,36,control,spray,1,2497,1.0,0.0,0.0
l1_hybrid,36,control,squeaker,1,1524,0.9444444444444444,0.0277777777777777,0.0277777777777777
l1_hybrid,36,control,squeaky,1,17562,0.8611111111111112,0.0,0.1388888888888889
l1_hybrid,36,control,squirrel,1,5398,0.3333333333333333,0.5833333333333334,0.0833333333333333
l1_hybrid,36,control,stink,1,3161,0.0833333333333333,0.9166666666666665,0.0
l1_hybrid,36,control,stuff,1,1489,0.75,0.1944444444444444,0.05555555555555549
l1_hybrid,36,control,stuffed,1,6207,0.2222222222222222,0.75,0.0277777777777777
l1_hybrid,36,control,sunflower seeds,1,3792,0.4444444444444444,0.0277777777777777,0.5277777777777778
l1_hybrid,36,control,tear,1,7647,0.3055555555555556,0.6388888888888888,0.0555555555555555
l1_hybrid,36,control,toot,1,1991,0.2258064516129032,0.7096774193548387,0.064516129032258
l1_hybrid,36,control,toxic,1,1267,0.0,1.0,0.0
l1_hybrid,36,control,track,1,1419,0.3055555555555556,0.19444444444444436,0.5
l1_hybrid,36,control,"unscented
dust",1,1250,0.25,0.5277777777777778,0.2222222222222222
l1_hybrid,36,control,waste free,1,2251,0.25,0.75,0.0
l1_hybrid,36,control,yeast,1,6961,0.0833333333333333,0.0,0.9166666666666666
l1_hybrid,10,control,all negative intent,795,7015957,0.19699122775885505,0.7466974807095692,0.056311291531575804
l1_hybrid,10,control,grain,332,2692575,0.07215212203931182,0.9085071353629888,0.01934074259769923
l1_hybrid,10,control,chicken,59,461986,0.7225329338984299,0.16689834756897395,0.11056871853259624
l1_hybrid,10,control,pull,53,820714,0.16280446050633962,0.830579471045943,0.006616068447717475
l1_hybrid,10,control,rawhide,47,760133,0.16217280396983164,0.8111454179729074,0.026681778057261032
l1_hybrid,10,control,hide,36,388507,0.06522070387406147,0.9344868947020262,0.0002924014239125679
l1_hybrid,10,control,stuffing,24,369948,0.004272222042016716,0.9957277779579833,0.0
l1_hybrid,10,control,dust,14,170435,0.02970751312817203,0.2102977674773374,0.7599947193944906
l1_hybrid,10,control,mess,14,59732,0.020586955065961296,0.677680305363959,0.3017327395700797
l1_hybrid,10,control,gluten,10,66998,0.21019284157736054,0.6819770739425057,0.10783008448013373
l1_hybrid,10,control,odor,10,65047,0.04553015511860655,0.9265438836533584,0.027925961228035114
l1_hybrid,10,control,corn,9,26069,0.20330277340902986,0.7149794775403736,0.0817177490505965
l1_hybrid,10,control,waste,9,90813,0.05599308469051787,0.8505709534978473,0.09343596181163491
l1_hybrid,10,control,gmo,7,43028,0.0,1.0,0.0
l1_hybrid,10,control,non clumping,7,175160,0.8146591687599909,0.1837223110299155,0.0016185202100936287
l1_hybrid,10,control,poultry,7,28243,0.801444605743016,0.08300817901780973,0.11554721523917433
l1_hybrid,10,control,soy,6,23601,0.004978602601584678,0.9670310580060167,0.027990339392398627
l1_hybrid,10,control,spill,6,94240,0.40550191001697794,0.5291266977928692,0.06537139219015281
l1_hybrid,10,control,chew,5,51318,0.14565064889512452,0.8524104602673526,0.0019388908375228965
l1_hybrid,10,control,shock,5,26156,0.40611714329408166,0.24793164092368866,0.3459512157822297
