search_term,endpoint_type,rank,doc_id,part_number,sku_name,score
cat litter fragrance free,knn,10,32602,47422,"Fresh Step Premium Scented Non-Clumping Cat Litter, 35-lb bag",1.4434991
cat litter fragrance free,knn,11,32601,47421,"Fresh Step Premium Scented Non-Clumping Cat Litter, 21-lb",1.4411343
cat litter fragrance free,knn,12,56685,71779,"Cat's Pride Max Power Total Odor Control Scented Clumping Cat Litter, 15-lb jug",1.438664
cat litter fragrance free,knn,13,241791,215224,"Envirogroom Pretty Boy Cologne Pet Spray, 8-fl oz bottle",1.4383206
cat litter fragrance free,knn,14,199172,172471,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 17-lb box",1.4335706
cat litter fragrance free,knn,15,1727126,1727126,"Fresh Kitty Fragrance-Free Charcoal Litter Deodorizer, 20-oz canister",1.4334869
cat litter fragrance free,knn,16,312773,286406,"Envirogroom Plum Blossom Ready-To-Use Dog & Cat Cologne, 8-fl oz bottle",1.4320301
cat litter fragrance free,knn,17,168438,141531,"PetSafe ScoopFree Premium Crystal Cat Litter 2-Pack, Sensitive",1.4313207
cat litter fragrance free,knn,18,1515766,1515766,"PetSnowy Robertet Fragrance Box for SNOW+ Automatic Cat Litter Box, Snowy Zephyr",1.4300001
cat litter fragrance free,knn,19,32599,47419,"Fresh Step Premium Scented Non-Clumping Cat Litter, 7-lb bag",1.4288322
cat litter fragrance free,knn,20,1368902,1368902,"Cat's Pride Max Power Total Odor Control Unscented Clumping Cat Litter, 24-lb bag",1.4256692
cat litter fragrance free,knn,21,1729982,1729982,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 12-lb box",1.4242896
cat litter fragrance free,knn,22,42155,57125,"Zero Odor Litter Spray, 16-fl oz bottle",1.4231279
cat litter fragrance free,knn,23,200102,173406,"SmartCat Lightweight Unscented Clumping Clay Cat Litter, 10-lb jug",1.4221137
cat litter fragrance free,knn,24,1020958,1020958,"Odour Beater Lemongrass Cat Litter, 40-lb bag",1.4202391
cat litter fragrance free,knn,25,169772,142885,"Frisco Odor Defense Unscented Clumping Clay Cat Litter, 35-lb bag",1.4191631
cat litter fragrance free,knn,26,241795,215228,"Envirogroom Girly Girl Cologne Pet Spray, 8-fl oz bottle",1.4179698
cat litter fragrance free,knn,27,210418,183758,"Stink Free Cat Urine & Odor Remover, 128-fl oz bottle",1.417497
cat litter fragrance free,knn,28,312777,286410,"Envirogroom Cranberry Essence Ready-To-Use Dog & Cat Cologne, 8-fl oz bottle",1.4120944
cat litter fragrance free,knn,29,3333198,3333198,"Ultra Fresh Scented Micro Crystals Premium Non-Clumping Cat Litter, 5-lb bag",1.4108417
cat litter fragrance free,knn,30,210417,183757,"Stink Free Cat Urine & Odor Remover, 32-fl oz bottle",1.4099721
cat litter fragrance free,knn,31,1546982,1546982,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 8.5-lb jug, bundle of 4",1.4061012
cat litter fragrance free,knn,32,961182,961182,"Naturally Fresh Harmony Lavender & Bamboo Scented Clumping Cat Litter, 14-lb bag",1.406101
cat litter fragrance free,knn,33,268249,241760,"Catalyst Pet Unscented Formula Cat Litter, 10-lb bag",1.4056778
cat litter fragrance free,knn,34,325458,299120,"Cat's Pride Max Power UltraClean Low-Tracking Multi-Cat Clumping Litter, Unscented, 15-lb jug",1.4026911
cat litter fragrance free,knn,35,241771,215204,"Envirogroom Odor Clear Super Deodorizing Pet Shampoo, 17-fl oz bottle",1.4023968
cat litter fragrance free,knn,36,1932182,1932182,"Feline Fresh Pine Pellet Unscented Non-Clumping Cat Litter, 10-lb bag",1.402
cat litter free and clear,knn,1,168310,141397,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 35-lb pail",1.6429752
cat litter free and clear,knn,2,1092526,1092526,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 16-lb bag",1.6394345
cat litter free and clear,knn,3,168308,141395,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 14-lb jug",1.6227217
cat litter free and clear,knn,4,1094182,1094182,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 38-lb box",1.6099725
cat litter free and clear,knn,5,1269934,1269934,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 35-lb pail, bundle of 3",1.6040609
cat litter free and clear,knn,6,1105582,1105582,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 34-lb bag pail refill",1.5583308
cat litter free and clear,knn,7,273377,246902,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 8.5-lb jug, case of 2",1.5239708
cat litter free and clear,knn,8,168438,141531,"PetSafe ScoopFree Premium Crystal Cat Litter 2-Pack, Sensitive",1.5024593
cat litter free and clear,knn,9,1546982,1546982,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 8.5-lb jug, bundle of 4",1.4899561
cat litter free and clear,knn,10,1020974,1020974,"Clear Choice Silica Crystals Cat Litter, 8-lb bag",1.4848068
cat litter free and clear,knn,11,34285,49104,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 10-lb bag",1.48334
cat litter free and clear,knn,12,1020966,1020966,"Odour Beater Carbon Unscented Cat Litter, 40-lb bag",1.482177
cat litter free and clear,knn,13,983462,983462,"PetSafe ScoopFree Premium Fresh Crystal Cat Litter, 8-lb bag",1.4775996
cat litter free and clear,knn,14,34287,49106,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 40-lb bag",1.4690104
cat litter free and clear,knn,15,1634830,1634830,"Happy & Polly Natural Tofu Clumping Cat Litter, 5.5-lb bag",1.4683274
cat litter free and clear,knn,16,1728374,1728374,"Happy & Polly Natural Tofu Clumping Cat Litter, 5.5-lb bag, 3 count",1.4656636
cat litter free and clear,knn,17,1891990,1891990,"Happy & Polly Natural Tofu Clumping Cat Litter, 5.5-lb bag, 4 count",1.4654256
cat litter free and clear,knn,18,56682,71776,"Cat's Pride Max Power Total Odor Control Unscented Clumping Cat Litter, 15-lb jug",1.4644632
cat litter free and clear,knn,19,210418,183758,"Stink Free Cat Urine & Odor Remover, 128-fl oz bottle",1.4605947
cat litter free and clear,knn,20,168436,141529,"PetSafe ScoopFree Premium Crystal Cat Litter 2-Pack, Blue",1.4597677
cat litter free and clear,knn,21,1729982,1729982,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 12-lb box",1.4586443
cat litter free and clear,knn,22,210417,183757,"Stink Free Cat Urine & Odor Remover, 32-fl oz bottle",1.4558775
cat litter free and clear,knn,23,199172,172471,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 17-lb box",1.4516988
cat litter free and clear,knn,24,325458,299120,"Cat's Pride Max Power UltraClean Low-Tracking Multi-Cat Clumping Litter, Unscented, 15-lb jug",1.4483747
cat litter free and clear,knn,25,210440,183780,"Stink Free Every Cat Litter Spray, 24-fl oz bottle",1.447053
cat litter free and clear,knn,26,1546926,1546926,"Purina Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 17-lb box, bundle of 2",1.4444876
cat litter free and clear,knn,27,168434,141527,"PetSafe ScoopFree Premium Crystal Cat Litter 2-Pack, Lavender",1.4440017
cat litter free and clear,knn,28,3699158,3699158,"Tidy Cats Performance+ Active Clean Scented Low Tracking Clay Cat Litter, 20-lb jug, case of 2",1.4435433
cat litter free and clear,knn,29,983478,983478,"PetSafe ScoopFree Premium Fresh Crystal Cat Litter, 8-lb bag, 3 count",1.4394363
cat litter free and clear,knn,30,1055494,1055494,"PetSafe ScoopFree Premium Natural Non-Clumping Cat Litter, 8-lb bag",1.4383696
cat litter free and clear,knn,31,131294,103804,"Arm & Hammer Litter Clump & Seal MicroGuard Odor Sealing Clumping Cat Litter with 10 Days of Odor Control, 28-lb box",1.4377362
cat litter free and clear,knn,32,117585,89881,"Tidy Cats 4-in-1 Scented Clumping Clay Cat Litter, 35-lb pail",1.4368749
cat litter free and clear,knn,33,1546918,1546918,"PetSafe ScoopFree Premium Crystal Cat Litter, 4.3-lb bag, bundle of 4",1.436349
cat litter free and clear,knn,34,34286,49105,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 20-lb bag",1.4358768
cat litter free and clear,knn,35,325456,299118,"Cat's Pride Max Power UltraClean Low-Tracking Multi-Cat Clumping Litter, Scented, 15-lb jug",1.4355614
cat litter free and clear,knn,36,51866,66924,"Tidy Cats Glade Clear Springs Scented Clumping Cat Litter, 35-lb pail",1.4337792
cat litter fresh step non clumping,knn,1,32600,47420,"Fresh Step Premium Scented Non-Clumping Cat Litter, 14-lb",1.7850075
cat litter fresh step non clumping,knn,2,32599,47419,"Fresh Step Premium Scented Non-Clumping Cat Litter, 7-lb bag",1.779562
cat litter fresh step non clumping,knn,3,32602,47422,"Fresh Step Premium Scented Non-Clumping Cat Litter, 35-lb bag",1.7633425
cat litter fresh step non clumping,knn,4,32601,47421,"Fresh Step Premium Scented Non-Clumping Cat Litter, 21-lb",1.7549067
cat litter fresh step non clumping,knn,5,1271342,1271342,"Fresh Step Premium Scented Non-Clumping Cat Litter, 35-lb bag, bundle of 3",1.6494968
cat litter fresh step non clumping,knn,6,3714766,3714766,"Fresh Step Extreme Mountain Spring Febreze Scented Clumping Clay Cat Litter, 38-lb bag",1.5936593
cat litter fresh step non clumping,knn,7,34287,49106,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 40-lb bag",1.5881153
cat litter fresh step non clumping,knn,8,108121,80289,"Fresh Step Simply Unscented Clumping Clay Cat Litter, 14-lb box",1.583605
cat litter fresh step non clumping,knn,9,3714814,3714814,"Fresh Step Simply Unscented Clumping Clay Cat Litter, 38-lb bag",1.5779865
cat litter fresh step non clumping,knn,10,3714758,3714758,"Fresh Step Extreme Mountain Spring Febreze Scented Clumping Clay Cat Litter, 22-lb box",1.5775349
cat litter fresh step non clumping,knn,11,3714726,3714726,"Fresh Step Extreme Hawaiian Aloha Febreze Scented Clumping Clay Cat Litter, 22-lb box",1.5771209
cat litter fresh step non clumping,knn,12,3714806,3714806,"Fresh Step Simply Unscented Clumping Clay Cat Litter, 22-lb box",1.5575192
cat litter fresh step non clumping,knn,13,3714790,3714790,"Fresh Step Clean Paws Multi-Cat Scented Clumping Cat Litter, 22-lb box",1.5495927
cat litter fresh step non clumping,knn,14,108125,80293,"Fresh Step Multi-Cat Extra Strength Scented Clumping Cat Litter, 14-lb",1.5493798
cat litter fresh step non clumping,knn,15,282052,255591,"Fresh Step Fresh Scent Cat Litter Deodorizing Crystals, 15-oz bottle & Frisco Pine Pellet Unscented Non-Clumping Wood Cat Litter, 40-lb bag",1.5456896
cat litter fresh step non clumping,knn,16,1557230,1557230,"Fresh Step Heavy Duty 30 Day Odor Control with Febreze Freshness Clumping Cat Litter, 38-lb box",1.544331
cat litter fresh step non clumping,knn,17,103429,75545,"Fresh Step Crystals Scented Non-Clumping Cat Litter, 8-lb bag",1.5439961
cat litter fresh step non clumping,knn,18,34285,49104,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 10-lb bag",1.543678
cat litter fresh step non clumping,knn,19,34286,49105,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 20-lb bag",1.5409127
cat litter fresh step non clumping,knn,20,1932198,1932198,"Feline Fresh Pine Pellet Unscented Non-Clumping Cat Litter, 40-lb bag",1.5403132
cat litter fresh step non clumping,knn,21,3714798,3714798,"Fresh Step Clean Paws Multi-Cat Scented Clumping Cat Litter, 38-lb",1.5378518
cat litter fresh step non clumping,knn,22,261385,234888,"Fresh Step Febreze Freshness Gain Scented Clumping Clay Cat Litter, 14-lb box",1.535186
cat litter fresh step non clumping,knn,23,3714782,3714782,"Fresh Step Clean Paws Unscented Clumping Clay Cat Litter, 22-lb box",1.5348622
cat litter fresh step non clumping,knn,24,3714742,3714742,"Fresh Step Multi-Cat Extra Strength Scented Clumping Cat Litter, 22-lb",1.5303694
cat litter fresh step non clumping,knn,25,3714750,3714750,"Fresh Step Multi-Cat Extra Strength Scented Clumping Cat Litter, 38-lb",1.5296805
cat litter fresh step non clumping,knn,26,3714838,3714838,"Fresh Step Febreze Freshness Gain Scented Clumping Clay Cat Litter, 38-lb",1.524512
cat litter fresh step non clumping,knn,27,1271270,1271270,"Fresh Step Premium Crystals Scented Non-Clumping Crystal Cat Litter, 8-lb bag, bundle of 3",1.5203862
cat litter fresh step non clumping,knn,28,3714822,3714822,"Fresh Step Outstretch Long Lasting Febreze Freshness Scented Clumping Clay Cat Litter, 21-lb box",1.5171183
cat litter fresh step non clumping,knn,29,32587,47407,"Feline Pine Original Non-Clumping Wood Cat Litter, 40-lb bag",1.515955
cat litter fresh step non clumping,knn,30,1932182,1932182,"Feline Fresh Pine Pellet Unscented Non-Clumping Cat Litter, 10-lb bag",1.5129474
cat litter fresh step non clumping,knn,31,34290,49109,"Tidy Cats 24/7 Performance Scented Non-Clumping Cat Litter, 40-lb bag",1.5122546
cat litter fresh step non clumping,knn,32,47621,62651,"Feline Pine Original Non-Clumping Wood Cat Litter, 7-lb bag",1.50823
cat litter fresh step non clumping,knn,33,3714846,3714846,"Fresh Step Heavy Duty 30 Day Odor Control with Febreze Freshness Clumping Cat Litter, 22-lb box",1.5070183
cat litter fresh step non clumping,knn,34,32586,47406,"Feline Pine Original Non-Clumping Wood Cat Litter, 20-lb bag",1.5011615
cat litter fresh step non clumping,knn,35,3714830,3714830,"Fresh Step Febreze Freshness Gain Scented Clumping Clay Cat Litter, 22-lb box",1.5005077
cat litter fresh step non clumping,knn,36,105949,78108,"Tidy Cats Breeze Unscented Cat Litter Pellets, 7-lb bag",1.4994688
cat litter no dust,knn,1,34287,49106,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 40-lb bag",1.5694007
cat litter no dust,knn,2,34285,49104,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 10-lb bag",1.5586812
cat litter no dust,knn,3,34286,49105,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 20-lb bag",1.5344058
cat litter no dust,knn,4,34290,49109,"Tidy Cats 24/7 Performance Scented Non-Clumping Cat Litter, 40-lb bag",1.4886764
cat litter no dust,knn,5,646334,646334,"Nature's Miracle Intense Defense Unscented Clumping Clay Cat Litter, 20-lb jug",1.4845409
cat litter no dust,knn,6,34288,49107,"Tidy Cats 24/7 Performance Scented Non-Clumping Cat Litter, 10-lb bag",1.4802618
cat litter no dust,knn,7,1368902,1368902,"Cat's Pride Max Power Total Odor Control Unscented Clumping Cat Litter, 24-lb bag",1.4786874
cat litter no dust,knn,8,56682,71776,"Cat's Pride Max Power Total Odor Control Unscented Clumping Cat Litter, 15-lb jug",1.4675963
cat litter no dust,knn,9,188099,161380,"Frisco Unscented Non-Clumping Recycled Paper Cat Litter, 25-lb bag",1.4542775
cat litter no dust,knn,10,360178,333931,"Skoon All Natural Fine-Grain Unscented Non-Clumping Cat Litter, 8-lb bag",1.4530835
cat litter no dust,knn,11,1020966,1020966,"Odour Beater Carbon Unscented Cat Litter, 40-lb bag",1.4527833
cat litter no dust,knn,12,539206,539206,"Fresh News Non-Clumping Scented Paper Cat Litter, 25-lb bag",1.4527812
cat litter no dust,knn,13,929854,929854,"Okocat Dust-Free Unscented Non-Clumping Paper Pellet Cat Litter, 11.7-lb bag",1.4504063
cat litter no dust,knn,14,169772,142885,"Frisco Odor Defense Unscented Clumping Clay Cat Litter, 35-lb bag",1.4488444
cat litter no dust,knn,15,1381070,1381070,"PACO & PEPPER Made from Olive Pits 0% Dust Natural Unscented Clumping Cat Litter, 11.5-lb bag",1.4434413
cat litter no dust,knn,16,1932182,1932182,"Feline Fresh Pine Pellet Unscented Non-Clumping Cat Litter, 10-lb bag",1.4395156
cat litter no dust,knn,17,34289,49108,"Tidy Cats 24/7 Performance Scented Non-Clumping Cat Litter, 20-lb bag",1.4394374
cat litter no dust,knn,18,191394,164687,"Nature's Miracle Premium Scented Clumping Corn Cat Litter, 10-lb bag",1.4386759
cat litter no dust,knn,19,200102,173406,"SmartCat Lightweight Unscented Clumping Clay Cat Litter, 10-lb jug",1.4348574
cat litter no dust,knn,20,105860,78017,"Arm & Hammer Litter Clump & Seal Complete Odor Sealing Clumping Cat Litter, Fresh Home with Ultra Odor Blasters with 10 Days of Odor Control, 19-lb box",1.4347479
cat litter no dust,knn,21,105861,78018,"Arm & Hammer Litter Clump & Seal Complete Odor Sealing Clumping Cat Litter, Fresh Home with Ultra Odor Blasters with 10 Days of Odor Control, 28-lb box",1.4328568
cat litter no dust,knn,22,929846,929846,"Okocat Dust-Free Unscented Non-Clumping Paper Pellet Cat Litter, 8-lb bag",1.4324685
cat litter no dust,knn,23,131280,103790,"Frisco Multi-Cat Unscented Clumping Clay Cat Litter, 40-lb bag",1.4300338
cat litter no dust,knn,24,137604,110234,"Litter Pearls Micro Crystal Unscented Non-Clumping Crystal Cat Litter, 10.5-lb bag",1.4284769
cat litter no dust,knn,25,137605,110235,"Litter Pearls Micro Crystal Unscented Non-Clumping Crystal Cat Litter, 7-lb bag",1.4196634
cat litter no dust,knn,26,1932198,1932198,"Feline Fresh Pine Pellet Unscented Non-Clumping Cat Litter, 40-lb bag",1.4195778
cat litter no dust,knn,27,46606,61628,"Fresh News Unscented Non-Clumping Paper Cat Litter, 4-lb bag",1.4174603
cat litter no dust,knn,28,871510,871510,"Tidy Cats Tidy Care Alert Health Monitoring Unscented Non-Clumping Cat Litter, 8-lb bag",1.4163046
cat litter no dust,knn,29,325456,299118,"Cat's Pride Max Power UltraClean Low-Tracking Multi-Cat Clumping Litter, Scented, 15-lb jug",1.4159105
cat litter no dust,knn,30,3329390,3329390,"Litter Pearls Micro Fresh Scented Non-Clumping Crystal Cat Litter with Odorbond, 7-lb bag",1.4139419
cat litter no dust,knn,31,635438,635438,"SmartCat All Natural Lightweight Corn & Wheat Clumping Cat Litter, 10-lb bag",1.4126042
cat litter no dust,knn,32,191395,164688,"Nature's Miracle Premium Scented Clumping Corn Cat Litter, 18-lb bag",1.4125369
cat litter no dust,knn,33,1379718,1379718,"Tidy Cats 24/7 Performance Scented Non-Clumping Clay Cat Litter, 40-lb bag, bundle of 3",1.4111159
cat litter no dust,knn,34,1446926,1446926,"HoneyCare All-Absorb Zeolite Pellets Unscented Non-Clumping Cat Litter, 14-lb bag",1.4090366
cat litter no dust,knn,35,1446934,1446934,"HoneyCare All-Absorb Zeolite Pellets Unscented Non-Clumping Cat Litter, 3.5-lb bag",1.4088261
cat litter no dust,knn,36,258629,232121,"Frisco Micro Crystal Unscented Non-Clumping Crystal Cat Litter, 7-lb bag",1.4086223
cat litter no scent,knn,1,34285,49104,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 10-lb bag",1.5569733
cat litter no scent,knn,2,34287,49106,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 40-lb bag",1.5491151
cat litter no scent,knn,3,34286,49105,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 20-lb bag",1.5313156
cat litter no scent,knn,4,145699,118500,"NonScents Cat Litter Deodorizer, 14-fl oz bottle",1.5001684
cat litter no scent,knn,5,145701,118502,"NonScents Cat Litter Deodorizer, 8-lb bag",1.4985121
cat litter no scent,knn,6,34288,49107,"Tidy Cats 24/7 Performance Scented Non-Clumping Cat Litter, 10-lb bag",1.4973868
cat litter no scent,knn,7,42155,57125,"Zero Odor Litter Spray, 16-fl oz bottle",1.4965159
cat litter no scent,knn,8,34290,49109,"Tidy Cats 24/7 Performance Scented Non-Clumping Cat Litter, 40-lb bag",1.4821188
cat litter no scent,knn,9,210434,183774,"Stink Free Litter & Litter Box Spray Powder, 12-fl oz bottle",1.4702728
cat litter no scent,knn,10,273377,246902,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 8.5-lb jug, case of 2",1.464838
cat litter no scent,knn,11,268249,241760,"Catalyst Pet Unscented Formula Cat Litter, 10-lb bag",1.4642253
cat litter no scent,knn,12,938846,938846,"NonScents Cat Litter Deodorizer, 14-fl oz bottle, bundle of 4",1.4633932
cat litter no scent,knn,13,1092526,1092526,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 16-lb bag",1.462415
cat litter no scent,knn,14,56682,71776,"Cat's Pride Max Power Total Odor Control Unscented Clumping Cat Litter, 15-lb jug",1.4534469
cat litter no scent,knn,15,34289,49108,"Tidy Cats 24/7 Performance Scented Non-Clumping Cat Litter, 20-lb bag",1.4494321
cat litter no scent,knn,16,1020966,1020966,"Odour Beater Carbon Unscented Cat Litter, 40-lb bag",1.4490293
cat litter no scent,knn,17,32601,47421,"Fresh Step Premium Scented Non-Clumping Cat Litter, 21-lb",1.4490227
cat litter no scent,knn,18,32600,47420,"Fresh Step Premium Scented Non-Clumping Cat Litter, 14-lb",1.4488816
cat litter no scent,knn,19,871510,871510,"Tidy Cats Tidy Care Alert Health Monitoring Unscented Non-Clumping Cat Litter, 8-lb bag",1.448141
cat litter no scent,knn,20,199172,172471,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 17-lb box",1.4448793
cat litter no scent,knn,21,1932182,1932182,"Feline Fresh Pine Pellet Unscented Non-Clumping Cat Litter, 10-lb bag",1.4445221
cat litter no scent,knn,22,3701430,3701430,"Magicoco Non-clumping Coconut Pellet Cat Litter, 5-lb bag",1.4391265
cat litter no scent,knn,23,268250,241761,"Catalyst Pet Unscented Formula Cat Litter, 20-lb bag",1.4384469
cat litter no scent,knn,24,168310,141397,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 35-lb pail",1.4373102
cat litter no scent,knn,25,1021126,1021126,"tuft & paw Really Great Cat Litter Unscented Low-Tracking, Flushable Tofu Cat Litter, 9.25-lb bag",1.4372053
cat litter no scent,knn,26,1729982,1729982,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 12-lb box",1.4367065
cat litter no scent,knn,27,200102,173406,"SmartCat Lightweight Unscented Clumping Clay Cat Litter, 10-lb jug",1.4366318
cat litter no scent,knn,28,646334,646334,"Nature's Miracle Intense Defense Unscented Clumping Clay Cat Litter, 20-lb jug",1.4336181
cat litter no scent,knn,29,1094182,1094182,"Tidy Cats Free & Clean Unscented Clumping Clay Cat Litter, 38-lb box",1.4288392
cat litter no scent,knn,30,203247,176561,"Almo Nature Unscented Clumping Plant-Based Natural Cat Litter, 10-lb bag",1.4271277
cat litter no scent,knn,31,137604,110234,"Litter Pearls Micro Crystal Unscented Non-Clumping Crystal Cat Litter, 10.5-lb bag",1.4253638
cat litter no scent,knn,32,32599,47419,"Fresh Step Premium Scented Non-Clumping Cat Litter, 7-lb bag",1.4232508
cat litter no scent,knn,33,1368902,1368902,"Cat's Pride Max Power Total Odor Control Unscented Clumping Cat Litter, 24-lb bag",1.4219463
cat litter no scent,knn,34,539206,539206,"Fresh News Non-Clumping Scented Paper Cat Litter, 25-lb bag",1.4214946
cat litter no scent,knn,35,3333198,3333198,"Ultra Fresh Scented Micro Crystals Premium Non-Clumping Cat Litter, 5-lb bag",1.4186323
cat litter no scent,knn,36,1932198,1932198,"Feline Fresh Pine Pellet Unscented Non-Clumping Cat Litter, 40-lb bag",1.4172702
cat litter no tracking,knn,1,325458,299120,"Cat's Pride Max Power UltraClean Low-Tracking Multi-Cat Clumping Litter, Unscented, 15-lb jug",1.6551903
cat litter no tracking,knn,2,325456,299118,"Cat's Pride Max Power UltraClean Low-Tracking Multi-Cat Clumping Litter, Scented, 15-lb jug",1.6377962
cat litter no tracking,knn,3,3699174,3699174,"Tidy Cats Performance+ Power Clump Unscented Low Tracking Clay Cat Litter, 20-lb jug, case of 2",1.582586
cat litter no tracking,knn,4,3699166,3699166,"Tidy Cats Performance+ Power Clump Unscented Low Tracking Clay Cat Litter, 22-lb box",1.561663
cat litter no tracking,knn,5,1375510,1375510,"Tidy Cats Tidy Feet Low Tracking Unscented Clumping Clay Cat Litter, 22-lb box",1.5451028
cat litter no tracking,knn,6,3699150,3699150,"Tidy Cats Performance+ Active Clean Scented Low Tracking Clay Cat Litter, 22-lb box",1.5278039
cat litter no tracking,knn,7,3699158,3699158,"Tidy Cats Performance+ Active Clean Scented Low Tracking Clay Cat Litter, 20-lb jug, case of 2",1.5185782
cat litter no tracking,knn,8,1171022,1171022,"Tidy Cats Tidy Feet Low Tracking Clean Linen Scented Clumping Clay Cat Litter, 20-lb jug, case of 2",1.4915867
cat litter no tracking,knn,9,34287,49106,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 40-lb bag",1.4907968
cat litter no tracking,knn,10,34285,49104,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 10-lb bag",1.4882298
cat litter no tracking,knn,11,3714798,3714798,"Fresh Step Clean Paws Multi-Cat Scented Clumping Cat Litter, 38-lb",1.4843054
cat litter no tracking,knn,12,1375502,1375502,"Tidy Cats Tidy Feet Low Tracking Clean Linen Scented Clumping Clay Cat Litter, 22-lb box",1.4737815
cat litter no tracking,knn,13,3699142,3699142,"Tidy Cats Tidy Feet Low Tracking Clean Linen Scented Clumping Clay Cat Litter, 35-lb pail",1.4701924
cat litter no tracking,knn,14,34286,49105,"Tidy Cats Instant Action Non-Clumping Clay Cat Litter, 20-lb bag",1.4701042
cat litter no tracking,knn,15,871510,871510,"Tidy Cats Tidy Care Alert Health Monitoring Unscented Non-Clumping Cat Litter, 8-lb bag",1.4513218
cat litter no tracking,knn,16,273377,246902,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 8.5-lb jug, case of 2",1.449576
cat litter no tracking,knn,17,105949,78108,"Tidy Cats Breeze Unscented Cat Litter Pellets, 7-lb bag",1.4490455
cat litter no tracking,knn,18,3674078,3674078,"NonoPets Elevated Step Platform Anti-Tracking Double-Layer Cat Litter Mat, 6-in tall, White",1.4447558
cat litter no tracking,knn,19,3674070,3674070,"NonoPets Elevated Step Platform Anti-Tracking Double-Layer Cat Litter Mat, 6-in tall, Grey",1.441106
cat litter no tracking,knn,20,47104,62129,"Tidy Cats Breeze Cat Litter Box System, Unscented Cat Litter Pads",1.4344978
cat litter no tracking,knn,21,47107,62132,"Tidy Cats Breeze Unscented Cat Litter Pellets, 3.5-lb bag",1.4344251
cat litter no tracking,knn,22,3674054,3674054,"NonoPets Double-Layer Anti-Tracking Raised Platform Cat Litter Mat, 3.5-in tall, White",1.432652
cat litter no tracking,knn,23,1729982,1729982,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 12-lb box",1.430458
cat litter no tracking,knn,24,47108,62133,"Tidy Cats Breeze Unscented Cat Litter Pellets, 3.5-lb bag, case of 6",1.4304254
cat litter no tracking,knn,25,168438,141531,"PetSafe ScoopFree Premium Crystal Cat Litter 2-Pack, Sensitive",1.4298055
cat litter no tracking,knn,26,639646,639646,"Naturally Fresh Quick Clumping Unscented Cat Litter, 40-lb bag",1.4273738
cat litter no tracking,knn,27,3714790,3714790,"Fresh Step Clean Paws Multi-Cat Scented Clumping Cat Litter, 22-lb box",1.4233106
cat litter no tracking,knn,28,3674046,3674046,"NonoPets Double-Layer Anti-Tracking Raised Platform Cat Litter Mat, 3.5-in tall, Grey",1.4227207
cat litter no tracking,knn,29,3674038,3674038,"NonoPets Double-Layer Anti-Tracking Raised Platform Cat Litter Mat, 3.5-in tall, Beige",1.4216614
cat litter no tracking,knn,30,199172,172471,"Tidy Cats Lightweight Free & Clean Unscented Clumping Clay Cat Litter, 17-lb box",1.4143124
cat litter no tracking,knn,31,3714782,3714782,"Fresh Step Clean Paws Unscented Clumping Clay Cat Litter, 22-lb box",1.4137585
cat litter no tracking,knn,32,327819,301492,"Dr. Elsey's Clean Tracks Clumping Clay Cat Litter, 20-lb bag",1.4105186
